@relation 'runoff_4km_train'
@attribute 'P1' real
@attribute 'P2' real
@attribute 'T1' real
@attribute 'T2' real
@attribute 'SCA_4' real
@attribute 'Q-1' real
@attribute 'Q' real
@data
0.3,2.6,19,14.5,12.13,244,231
2,4.2,20.6,17.1,12.13,231,227
2,3.9,19.6,14.6,12.13,227,218
4.8,6.4,19.5,14.4,12.13,218,222
0,0,20.6,15.8,12.13,222,231
0,0,20,14.5,12.13,231,194
0,5.1,21.2,12.9,12.13,194,167
6.3,14.2,19.8,12.5,12.13,167,160
2.8,0.6,18.6,12,12.13,160,156
0,0.2,20.4,12.8,12.13,156,153
0.3,4,21.2,13.4,12.13,153,143
0.6,0,22.3,12.6,12.13,143,131
0,0,22.4,12.8,2.36,131,122
0,0,24,16.4,2.36,122,108
0,0,21.1,14.2,2.36,108,103
0,0,16.8,13.4,2.36,103,97
5.2,18.7,18.7,13.8,2.36,97,96.1
0.2,0,16.6,12.1,2.36,96.1,100
2.2,6,15.6,11.4,2.36,100,111
16,4.1,18.9,13.9,2.36,111,116
0,0,23.3,15.8,2.36,116,120
0,1.4,25.1,17.8,1.26,120,106
0,0,24.8,18.6,1.26,106,98
0.2,0.3,21.4,16.8,0.00,98,96.1
0.7,5.9,22.7,14.4,0.00,96.1,90.4
0,5.8,20,11.8,0.00,90.4,87.5
0,0.6,19.8,12.8,0.00,87.5,90.4
0,0,19,13.4,0.00,90.4,84.8
0,0,19.8,13.6,0.00,84.8,82.1
0,0,22.4,14.2,0.00,82.1,80.3
0,0,24.8,15.8,0.00,80.3,78.5
0,0,21.2,15.2,0.00,78.5,71.7
0,0,21.1,14.4,0.00,71.7,66.3
0,0,23.1,16.8,0.00,66.3,61
0,0,26,17.2,0.00,61,57.4
0,0,24,17.4,0.00,57.4,59.6
1.8,0,19.5,15.2,0.00,59.6,65.5
2.7,1.7,20.4,16,0.00,65.5,62.5
0,4.6,21.2,16.6,0.00,62.5,61.8
0.4,0.5,22.8,16.4,0.00,61.8,62.5
0,0,24.2,16.8,0.00,62.5,64
0,0,26.9,19.4,0.00,64,62.5
0,0,28.2,18.7,0.00,62.5,59.6
0,0,23.2,17.4,0.00,59.6,57.4
0,4,21,16,0.00,57.4,53.8
0,0,21.6,17.8,0.00,53.8,53.8
0,0,24,21.8,0.00,53.8,56.7
0,0,26.8,22.8,0.00,56.7,53.1
0,0,27.6,21.6,0.00,53.1,51
0,0,27,22.4,0.00,51,46.8
0,0.2,23.5,19.4,0.00,46.8,42.7
0,9,19.3,15.3,0.00,42.7,42.7
0.4,5.4,16.7,10.3,0.00,42.7,42.7
0,16.1,18,12.2,0.00,42.7,47.5
0,0.4,21.2,14.4,0.00,47.5,52.4
0,0,24,16.7,0.00,52.4,58.1
0,0,25.3,19,0.00,58.1,55.2
0,0,26.7,18.3,0.00,55.2,54.5
0,0,26.2,18.8,0.00,54.5,50.3
0,0,27,18.8,0.00,50.3,50.3
0,0,28.1,20.6,0.00,50.3,48.2
0,0,29.8,19,0.00,48.2,51
0,0,23.9,16.8,0.00,51,51
4.7,0,27.5,18.2,0.00,51,52.4
0,0,24.2,19.3,0.00,52.4,54.5
0,0,27.4,18.2,0.00,54.5,51.7
0,0,27.8,20.6,0.00,51.7,49.6
0,0,28.6,20.5,0.00,49.6,47.5
0,0,27.6,20.4,0.00,47.5,46.1
0,0,24.8,20,0.00,46.1,40.7
0,0,24.4,20.1,0.00,40.7,40.7
0,0.3,25.9,19.8,0.00,40.7,41.3
0,0,27.8,21.8,0.00,41.3,41.3
0,0,28.4,22,0.00,41.3,38.3
0,2.1,27.5,21.2,0.00,38.3,36.4
0,0,28.6,22.6,0.00,36.4,35.2
0,0,27.1,20.9,0.00,35.2,34.2
3.5,1.1,28.2,21.2,0.00,34.2,33.6
0,0,28.7,20.4,0.00,33.6,33.6
0,0.4,28,20.6,0.00,33.6,36.4
0,0,28.2,22.6,0.00,36.4,35.2
0,0,28.5,21.6,0.00,35.2,33.1
0,0,27.4,22,0.00,33.1,32.1
0,0,26.6,18.9,0.00,32.1,31.6
0,0,25.6,13.4,0.00,31.6,33.1
0,7.6,22.4,16,0.00,33.1,40.1
0,0,24.6,17.3,0.00,40.1,42.7
0,1,24,16.6,0.00,42.7,41.3
0,0.5,26.5,17.2,0.00,41.3,41.3
0,0,22.2,16.4,0.00,41.3,41.3
0,0.7,22.8,15.1,0.00,41.3,38.9
0,0.3,22,16.6,0.00,38.9,37.6
0.9,0.9,24.7,18.1,0.00,37.6,38.9
0,0.3,24.7,15.8,0.00,38.9,38.9
0,1.2,20.1,15,0.00,38.9,39.5
0,1.7,19.8,14.8,0.00,39.5,41.3
3.7,4.6,20.1,14.4,0.00,41.3,46.1
0.2,7.7,23.4,16.2,0.00,46.1,51
0,0,24.5,17.2,0.00,51,51
0,0,24.6,18,0.00,51,49.6
0,0,25,19.5,0.00,49.6,45.4
0,0,24.8,21.5,0.00,45.4,43.4
0,0,25.6,21.3,0.00,43.4,37.6
0,0,24.8,18.4,0.00,37.6,31.6
0,0,26.8,18.6,0.00,31.6,30.5
0,0,25.3,18.8,0.00,30.5,30
0,0,26.5,20.7,0.00,30,29
0,0,23.8,17.7,0.00,29,28.5
0,0,21.1,16.6,0.00,28.5,28
0,0,20.6,14.2,0.00,28,23.7
0,0,20.8,13,0.00,23.7,22.8
0,0,22.8,15.7,0.00,22.8,22.3
0,0,20,15.2,0.00,22.3,21.4
0,0,19,12.5,0.00,21.4,21.9
0,0,19.2,13.9,0.00,21.9,22.3
0,0,18.7,10.2,0.00,22.3,23.7
0,0,17.8,11.4,0.00,23.7,24.1
0,0,18.2,12.8,0.00,24.1,24.6
0,0,18.6,13,0.00,24.6,25
0,0,19.1,13.2,0.00,25,25.5
0,0,18.5,16.4,0.00,25.5,26
0,0,19.4,13.9,0.00,26,26
0,0,19.6,13.7,0.00,26,25
0.1,0,18,12.7,0.00,25,24.1
0,0.1,18.4,11.2,0.00,24.1,22.3
0,0,17.8,11.2,0.00,22.3,25.5
0,0,19.8,12.2,0.00,25.5,27.5
0,0,18.2,13.4,0.00,27.5,28
0,0,17.5,14.5,0.00,28,29
0.1,0,7.2,5.2,36.85,29,194
3.3,1.4,6.2,2.7,36.85,194,183
0.1,0,9,4.1,36.85,183,168
2.4,1.2,6.2,1,36.85,168,157
6.1,5.5,8.2,1.9,36.85,157,154
1,1.1,11.2,4.7,36.85,154,150
0.3,0,8.3,5.8,36.85,150,147
2,8.6,8,4.8,36.85,147,166
1.1,0,8,2.3,36.38,166,169
0.2,9.3,9.8,3.4,36.38,169,164
0,0,11.8,5.9,36.06,164,158
1.6,0,11,6,36.06,158,153
0.5,0,17.1,11.2,35.12,153,154
0,0,17.8,10.9,34.80,154,177
0,0.4,17.8,12.8,34.80,177,195
0.3,6.4,17.5,11.4,34.80,195,214
0,0.1,9.4,4.8,34.80,214,225
0.2,0,11.6,4.3,22.20,225,212
0.1,0.3,9,5.6,22.20,212,189
4.1,4.5,13.2,8.2,22.20,189,175
1.2,1.1,15.4,10.1,22.20,175,171
0.3,3,19.1,12.6,20.94,171,178
0,0,21,14.1,20.94,178,187
0,0,23,14.5,16.85,187,199
0,0,26.1,15.5,16.85,199,214
0,0,23.2,14,16.85,214,221
0,0,17.4,16.5,16.85,221,223
0,0,19.7,13,16.85,223,226
0,0,14.2,7.9,16.85,226,218
0.7,2.1,14.2,8.4,11.81,218,211
0,4.2,12,7.4,8.82,211,209
3.9,0.1,14,8,8.82,209,199
0,0,11.5,6.4,8.82,199,185
5.8,1.7,13.8,8.9,8.82,185,168
0,0.1,14.6,11.4,8.82,168,160
12,0.2,6.4,4.1,8.03,160,160
9.9,3.6,7.9,3.3,12.13,160,170
0,0,11.4,5.4,12.13,170,156
0,0.7,8.8,4.4,12.13,156,143
0.4,10,11.1,5.2,12.13,143,142
0,0,10.4,4.9,12.13,142,136
0,3.1,9.7,6.6,12.13,136,126
2.3,4.4,11.2,5.8,12.13,126,119
0,0,13.5,7.3,10.71,119,116
0,0,13,8.7,10.39,116,116
8.9,1.9,13,7.4,10.39,116,109
5.5,7.8,12.6,7,9.45,109,117
1.8,3.8,13,9.4,9.45,117,119
0,0.9,13.6,9,9.45,119,126
0.7,4.7,17.6,11.6,9.45,126,128
0,0.5,19.9,11.2,8.03,128,123
0,0,20.4,12.8,8.03,123,124
0,0,22.2,14.7,7.87,124,124
0,0,22.2,15.4,6.30,124,121
0,0,20.6,15.4,6.30,121,121
0,0,15.4,10.7,5.35,121,123
0,8,16.6,9.6,3.62,123,120
0,0.3,18,11.8,2.83,120,115
0,0,14,10.5,2.83,115,111
1.3,2,14.8,7.4,2.05,111,112
0,0,16.5,11.1,2.05,112,107
0,0,19.8,13.4,2.05,107,102
0,0,18.8,13.8,1.89,102,97.7
0,0.2,16.2,11.8,1.89,97.7,92.3
0,0,16.8,11.2,2.68,92.3,87.8
0,0,20.4,12.6,2.68,87.8,89.6
0,0,23.3,15.9,2.68,89.6,87.8
0,0,15.6,15.2,2.05,87.8,86
5.7,0.4,19.1,15.2,0.63,86,84.4
0.3,0,19.4,13.7,0.63,84.4,81.2
0,0,16.4,14,0.63,81.2,79.6
2.9,8.4,14.9,10.7,0.63,79.6,84.4
11,8.8,13.9,11,0.63,84.4,94.1
2.6,2.9,18.6,12.8,0.63,94.1,97.7
0,0,20.1,13.6,0.63,97.7,95
0,0,21.2,14.8,1.10,95,89.6
0.2,0,17.8,11,0.47,89.6,81.2
1.3,16.8,18.6,14.8,0.47,81.2,81.2
0,0,19.1,14,0.16,81.2,81.2
0,0,20.4,14.8,0.16,81.2,82.8
0,0,22.8,17.4,0.16,82.8,82
0,0,21.6,17.6,0.16,82,78.8
0,0,19,13.9,0.16,78.8,77.2
0,3.2,19.6,14.4,0.16,77.2,72.4
0,0.3,21.5,15,0.16,72.4,71.6
0,0,22.6,17.4,0.16,71.6,67.6
0,0,24.7,19,0.00,67.6,51
0,0,27,20.4,0.00,51,53.8
0,0,25.4,19.8,0.00,53.8,48.9
0,0,22.9,17.9,0.00,48.9,44.4
0,0,19.2,16,0.00,44.4,39.2
0,0,20,15,0.00,39.2,48.2
0,0,21.8,17,0.00,48.2,40.2
0,0,20.4,16,0.00,40.2,40.2
0,0,20.8,15,0.00,40.2,45
0,0,23.8,18.3,0.00,45,46.3
0,0,23.7,19,0.00,46.3,50.3
0,0,20,16,0.00,50.3,44.4
0,0,21,15.9,0.00,44.4,41.3
0,0,23.2,15.6,0.00,41.3,37.1
0,0,24.6,18.8,0.00,37.1,36.5
0,0,25.4,19.1,0.00,36.5,36
0,0,25.6,20.3,0.00,36,36.5
0,0,27.2,23.9,0.00,36.5,37.1
0,0,24,22.5,0.00,37.1,36.5
0,0,23.6,18.1,0.00,36.5,35.5
0,9.4,25.1,19.2,0.00,35.5,33
0,0,26.1,20.6,0.00,33,32.5
0,0,25,21,0.00,32.5,32
0,0,27.6,20.9,0.00,32,30.5
0,0,26.8,23.7,0.00,30.5,29.5
0,0,28.3,23.6,0.00,29.5,29.5
0,1.8,29.4,23.4,0.00,29.5,29.5
0,0,29.6,23,0.00,29.5,28.5
0,0,30.5,23.4,0.00,28.5,27
0,0,29,22,0.00,27,25.1
0,0,28.3,21.4,0.00,25.1,23.8
0,0,27.6,22,0.00,23.8,22.9
0,0,26.6,22.4,0.00,22.9,22
0,0,26.2,22.6,0.00,22,21.6
0,0,24.2,22.5,0.00,21.6,22.9
0,0,24.4,23.2,0.00,22.9,23.8
0,0,23.8,24.4,0.00,23.8,23.4
0,0,25.2,23.3,0.00,23.4,22.9
0,0,28.2,25.1,0.00,22.9,22
0,0,26.1,24.4,0.00,22,21.6
0,0,25.6,22.6,0.00,21.6,21.2
0,0,25.2,22.8,0.00,21.2,21.6
0,0,24.6,21,0.00,21.6,22.9
0,0,25.3,21.5,0.00,22.9,22.9
0,0,26.6,22.2,0.00,22.9,22.9
0,0,23.2,18.2,0.00,22.9,22
0.7,3.1,27.4,20,0.00,22,21.6
0,0,27.7,21.3,0.00,21.6,21.6
0,0.5,24.7,17.7,0.00,21.6,21.6
0,2.1,24.2,18.3,0.00,21.6,28.5
0,2.2,25.6,21.8,0.00,28.5,23.8
3.3,0,20.6,18.4,0.00,23.8,27
1.9,1,23.7,17.5,0.00,27,32
0,6.2,26,21.1,0.00,32,34
0,0,27.5,22.2,0.00,34,29.5
0,0,24.8,19.2,0.00,29.5,25.6
8.1,0.3,24.8,20.2,0.00,25.6,25.6
0,0,25.3,22,0.00,25.6,26.5
0,0,24.4,19.1,0.00,26.5,28.5
0,0,23.9,20,0.00,28.5,30.5
0.1,0.7,24.4,17,0.00,30.5,32
0,0,26,18.9,0.00,32,31.5
0,0,25.2,18.1,0.00,31.5,30.5
0,0.5,26.5,19.8,0.00,30.5,29.5
0.1,0,26.6,20.6,0.00,29.5,29
0.7,0,27.1,21,0.00,29,27
0,0,24.2,19.6,0.00,27,26
0,0,25.2,20,0.00,26,25.1
0,0,24.8,20.1,0.00,25.1,24.2
0,0,25.6,18.2,0.00,24.2,23.8
0,0,25.4,18.4,0.00,23.8,25.1
0,0,25,18.2,0.00,25.1,25.6
0,0,23.6,16.6,0.00,25.6,25.6
0,0,23.2,19.5,0.00,25.6,25.1
0,0,22.6,17.2,0.00,25.1,24.2
0,0,21.8,15.6,0.00,24.2,22.5
0,0,18.4,13.5,0.00,22.5,21.6
0,0,18.8,12.4,0.00,21.6,20.8
0,0,18.6,14.2,0.00,20.8,20.4
0,0,20.4,15.5,0.00,20.4,21.6
0,0,21.8,15.2,0.00,21.6,24.2
0,0,22.6,16,0.00,24.2,25.6
0,0,21.8,16.1,0.00,25.6,26
0,0,21.2,18.4,0.00,26,26
0,0,22.6,16.8,0.00,26,26
0,0,20.4,14.1,0.00,26,25.1
0,0,19,13.1,0.00,25.1,24.2
0,0,22.7,16,0.00,24.2,22.9
0,0,18.8,15.2,0.00,22.9,21.6
1.9,0,15.8,10.3,0.00,21.6,21.2
0,0,16.8,11.6,0.00,21.2,22
0,0,16.6,10.8,0.00,22,22.9
0,0,14.9,12.8,0.00,22.9,23.4
2.6,0.2,11.8,10.3,0.00,23.4,24.7
8.4,21,13.3,10.5,0.00,24.7,28
0.3,0.3,14.8,10.2,0.00,28,36
5,1.2,10.6,7.4,0.00,36,36.5
0,0,12.4,3.611111111,44.57,36.5,98.6
0,0,12.4,6.055555556,47.40,98.6,115
5.6,3.6,9.3,4,47.40,115,143
0,0,10,2.722222222,47.40,143,159
0,0,10.5,3.055555556,49.92,159,165
0,0,10.8,5.944444444,49.92,165,166
4.1,1.5,10.3,6.555555556,49.92,166,186
5.7,0,8.8,2.833333333,49.92,186,225
0.6,4,7.7,2,49.92,225,200
0,0,8,0.722222222,49.29,200,176
0,0,8.9,2.333333333,30.08,176,160
0,0,8.9,1.666666667,30.08,160,157
0,0,9.8,0.944444444,30.08,157,152
0,0,10.3,3.444444444,30.08,152,150
1.7,3,7.4,1.611111111,30.08,150,150
5.2,8.4,7.8,2.777777778,30.08,150,146
0.6,1.6,7.7,2.333333333,30.08,146,146
0.1,0.4,9,3.333333333,37.95,146,139
0,0,11.6,5.055555556,37.95,139,131
0,0,11.8,6.111111111,36.22,131,130
0,0,11.1,5.888888889,36.22,130,133
0.3,0.5,12.2,8.055555556,36.22,133,145
6.8,4.4,9.6,4.333333333,31.34,145,166
0.8,2.5,8.8,4.111111111,31.34,166,183
7.9,6,10,4.555555556,31.34,183,175
1.5,3,11.9,6.111111111,31.34,175,168
0,0.4,11.8,6.222222222,31.34,168,166
2.8,3,9.8,6.833333333,31.34,166,171
4.6,0.4,12,8.722222222,18.90,171,178
0.6,0,12.8,8.444444444,18.90,178,186
0.8,0,13.2,7.222222222,18.90,186,198
0,0,16.2,8.555555556,17.48,198,198
0,1.5,15,8.888888889,17.48,198,198
0,0.3,11.6,7.5,17.48,198,202
4.5,10.2,12.2,9.666666667,17.48,202,208
7.9,0.4,10.7,8.222222222,17.48,208,244
2.2,0,9.7,7.111111111,17.48,244,244
7,1.2,11.2,8.777777778,17.48,244,236
1.1,0,12.6,6.888888889,17.48,236,228
0,1.6,13,7.111111111,17.48,228,215
0,0,12.7,7.111111111,5.67,215,205
1.9,0.3,13.6,9.222222222,4.41,205,192
0,0,15.6,9.555555556,4.88,192,194
0,0,15.4,10.33333333,4.88,194,196
1.6,0,18.2,11.38888889,4.88,196,199
0,0,19.6,12.16666667,6.14,199,203
0,0,18.7,12.27777778,6.14,203,209
0,0,21.2,13.77777778,5.04,209,212
0,0,21.6,15,5.04,212,215
0,0,21,15,5.04,215,233
1.8,2.2,22.8,14.66666667,5.04,233,249
0.1,0.2,20.6,14.66666667,5.04,249,253
0,0,16.4,12.11111111,5.04,253,256
0.2,7,15.6,10.66666667,5.04,256,240
6.4,4.2,14.4,9.833333333,5.04,240,233
0,1.2,12.8,7.055555556,5.04,233,209
0.4,3.3,11,6.444444444,5.04,209,189
0.7,9.4,14.2,8.833333333,5.04,189,170
0.4,0.2,15.6,8.222222222,4.25,170,154
0,0,18.9,11.33333333,4.25,154,144
0,0,19.7,11.83333333,4.25,144,136
0,0,19.7,12.5,2.36,136,135
0,0,20.6,14.66666667,2.36,135,131
0,4.2,23,15.44444444,2.36,131,125
0,0,24.8,16.55555556,2.36,125,120
0,0,18.9,14.5,2.36,120,122
4.6,0,16,11.94444444,2.36,122,119
0.6,3.5,18.2,12.16666667,2.36,119,116
0.1,0,18,12.44444444,2.36,116,110
5.7,6.9,19.2,11.61111111,2.36,110,109
0.6,4.2,21.4,13.66666667,2.36,109,108
0,1,19.6,13.61111111,2.36,108,109
4.2,1.5,20.8,15.38888889,2.36,109,112
0.8,3.7,21.5,15.38888889,0.94,112,120
0.7,10.2,18.8,15.27777778,0.94,120,114
1.2,7,18.6,12.5,0.94,114,111
5.1,4.1,17.8,13.55555556,0.94,111,106
6.1,7.6,18.4,13.72222222,0.94,106,109
0.5,0,18.8,14.11111111,0.94,109,116
0,0,19.4,12.5,0.94,116,116
0,2.4,21.4,14.05555556,0.94,116,111
0,0,19,13.61111111,0.94,111,111
2.1,1.3,20.7,15.44444444,0.94,111,111
2,7.6,24.4,16.44444444,0.94,111,106
0,0,24.6,17.77777778,0.94,106,103
0,0,23.4,17.72222222,0.00,103,103
0.4,5.5,21.5,15.33333333,0.00,103,101
4.5,2.6,21.4,17.27777778,0.00,101,102
4.5,0,22.4,16.22222222,0.00,102,103
0,2.9,25.1,17.22222222,0.00,103,102
0,0,25.1,18.83333333,0.00,102,98.6
0,0,24.6,18.72222222,0.00,98.6,93.2
0,0,24.2,18.61111111,0.00,93.2,76.4
0,0,24.2,18.88888889,0.00,76.4,70.8
0,0,23.8,18,0.00,70.8,72.4
0,0,18.7,14.33333333,0.00,72.4,68.4
0.3,4,22,14.33333333,0.00,68.4,66.8
0,0.2,24.6,16.94444444,0.00,66.8,66.8
0,0,24.3,17.5,0.00,66.8,66.8
0,0,23.1,16.11111111,0.00,66.8,67.6
0,0,25.1,17.16666667,0.00,67.6,72.4
0,1.9,25.6,18.11111111,0.00,72.4,59
0.2,0,27.2,20.22222222,0.00,59,61.3
0,0,28,21.77777778,0.00,61.3,56
0,0,23.7,20.44444444,0.00,56,51.7
0,0,16.4,17.88888889,0.00,51.7,50.3
6.6,0,19.9,16.61111111,0.00,50.3,58.3
0,0,22.8,18.66666667,0.00,58.3,59.8
0.9,0,21.4,18.5,0.00,59.8,58.3
2.9,1.2,21.2,18.94444444,0.00,58.3,61.3
0.3,0.2,23.4,16.66666667,0.00,61.3,64.4
0,2.5,23.5,18.33333333,0.00,64.4,62.8
0,0,23,18.27777778,0.00,62.8,63.6
0.2,12.7,22.4,17.83333333,0.00,63.6,59
0,1.6,20.3,16,0.00,59,64.4
1.6,3.6,22.6,15.77777778,0.00,64.4,81.2
0,0.6,24,17.55555556,0.00,81.2,80.4
0,0.7,24.4,18.77777778,0.00,80.4,76.4
0,0,20.6,13.83333333,0.00,76.4,70
0,0,19.9,12.66666667,0.00,70,66
0,0,21.8,15.27777778,0.00,66,61.3
0,0,21.8,16.11111111,0.00,61.3,61.3
0,5,18.8,13.38888889,0.00,61.3,59.8
1.9,14,21.5,15.61111111,0.00,59.8,56
0,0,20.3,15.83333333,0.00,56,49.6
0,0.2,22.2,16.44444444,0.00,49.6,51.7
0,0,26.3,19.72222222,0.00,51.7,56
0,0,26.7,20.22222222,0.00,56,53.8
0,0,25.1,20.11111111,0.00,53.8,51
0.7,0.1,23.4,17.88888889,0.00,51,53.1
0,1.6,21,16.72222222,0.00,53.1,52.4
0,0,18.1,14.05555556,0.00,52.4,51
0,0,18.8,14.44444444,0.00,51,46.9
0,0,20.4,16,0.00,46.9,41.9
0,0,22.9,16.22222222,0.00,41.9,41.9
0,0,24,16.33333333,0.00,41.9,40.8
0,0.3,24.4,17.5,0.00,40.8,41.3
0,0,24.5,19.5,0.00,41.3,39.7
0,0,25.6,21.11111111,0.00,39.7,39.7
0,0,26.4,20.72222222,0.00,39.7,41.3
0,0,25,20.66666667,0.00,41.3,39.2
0,0,23.2,19.16666667,0.00,39.2,38.7
0,1.2,21.7,16.38888889,0.00,38.7,39.2
0,0,21.2,14.22222222,0.00,39.2,39.7
0,0,19.5,13.88888889,0.00,39.7,38.1
0,0,19.8,16.22222222,0.00,38.1,37.1
0,0,22.8,18.55555556,0.00,37.1,37.6
0,0,21,16.83333333,0.00,37.6,37.6
0,0,21.3,16.05555556,0.00,37.6,37.1
0,0.2,22.5,16.16666667,0.00,37.1,37.1
0,0,24.2,17.77777778,0.00,37.1,37.6
0,0.2,23.2,17.11111111,0.00,37.6,38.1
0,0,21.8,17.22222222,0.00,38.1,39.2
0,0,22.4,17,0.00,39.2,35.5
0,0.6,22.4,15.5,0.00,35.5,32.5
3.6,1.4,20.9,15,0.00,32.5,31.5
0,0,22.5,16.05555556,0.00,31.5,29.5
0,0,23.1,16.16666667,0.00,29.5,28
0,0,22.6,17.27777778,0.00,28,27.5
0,0,23,17.66666667,0.00,27.5,29.5
0,0,22.4,17.05555556,0.00,29.5,30.5
0,0,21.8,16.83333333,0.00,30.5,30.5
1.2,5.6,20.8,13.88888889,0.00,30.5,33
0,0.6,21,14.5,0.00,33,34
0,0,20,16.55555556,0.00,34,33.5
6.3,2.8,18,14.77777778,0.00,33.5,33.5
2.2,2.6,19,15.61111111,0.00,33.5,34.5
0,0,19.4,14.44444444,0.00,34.5,33
0,0,18,13.11111111,0.00,33,32
0,1.8,17.1,11.05555556,0.00,32,33
0,0,16.6,11.22222222,0.00,33,34.5
0,0,18.6,13.16666667,0.00,34.5,35.5
2.4,3.6,14.5,9.833333333,0.00,35.5,35
1.1,4.5,12.1,8.777777778,0.00,35,37.6
15,19.6,13.4,8.833333333,0.00,37.6,48.2
0,0,13.2,9.444444444,0.00,48.2,48.2
0,0,13.4,9.388888889,0.00,48.2,47.5
0,0,14.6,9.611111111,0.00,47.5,47.5
0,0,16,10.88888889,0.00,47.5,47.5
0,0,10.3,5.611111111,0.00,47.5,45.4
0,0.2,7,2.277777778,0.00,45.4,44.1
1.1,0.4,9.1,3.722222222,1.10,44.1,44.1
0,0,11.4,7.055555556,1.10,44.1,44.1
0,0,9.6,1.888888889,29.13,44.1,199
0.3,1.2,11.2,5.055555556,29.13,199,181
2,0.3,11.8,5.333333333,29.13,181,172
1.8,6,9.8,3.777777778,29.13,172,177
0,0.6,8.2,2,34.17,177,182
0,0,13,5.5,23.46,182,174
0,0,11.1,5.777777778,23.46,174,168
0.7,1,7.2,4.111111111,23.46,168,166
4.6,2,7.5,2.833333333,23.46,166,177
1.4,0.4,8,2.777777778,23.46,177,186
0,0.2,8.7,3.222222222,23.46,186,187
4.2,7,10,6.5,23.46,187,183
14.8,3.8,5.7,1.388888889,29.29,183,200
0,1.5,9.4,3.5,29.29,200,218
0,0,10.3,5.222222222,27.56,218,207
0,0,14.5,7.777777778,26.93,207,194
0,0,14.8,8.055555556,26.93,194,192
2.5,0,12.9,8.944444444,17.32,192,217
0.2,4,13.2,7.388888889,17.32,217,231
0.1,0,16.8,9.777777778,17.32,231,243
0.7,0,9.6,8.111111111,17.32,243,264
14.3,1.6,10.8,7.388888889,12.44,264,297
0,7.1,9.7,4.722222222,8.82,297,312
0,0,12.4,4.055555556,15.59,312,296
0,0,13.1,6.777777778,15.59,296,263
0,0,15.4,9.722222222,15.59,263,239
0,0.2,13.4,8.888888889,15.59,239,233
20.9,3.5,12.6,6.555555556,15.59,233,247
3.3,12.6,12,6.166666667,15.59,247,263
0.3,1.2,13.4,6.833333333,15.59,263,279
1.6,6.9,12.4,7.055555556,16.06,279,281
0.2,1.5,11.2,6,16.06,281,279
1.2,7,10.8,5.277777778,17.95,279,275
0.7,3,13.7,7.333333333,17.95,275,266
0,0,16.2,8.5,17.95,266,263
0.3,5.2,16.6,9.555555556,12.28,263,251
0,0,17.4,10.33333333,12.28,251,249
1.6,0,16.9,11,12.28,249,256
2.3,1.1,16.8,9.055555556,8.19,256,257
0,9.8,14,7.722222222,8.19,257,263
0.7,4.1,16,9.277777778,8.19,263,278
0,4,18.9,12.22222222,8.19,278,294
0,0,23.4,12.83333333,8.19,294,297
0,0,18.8,13.83333333,8.19,297,290
0.2,0,20.1,13.27777778,7.56,290,282
0,0,19.1,13.33333333,3.15,282,281
6.8,0.2,21,14.88888889,3.15,281,285
0,0,19.5,13.33333333,3.15,285,288
0,0.8,16,10.72222222,3.15,288,291
0,0,13.5,9.5,3.15,291,276
8.1,12.6,15.1,8.444444444,3.15,276,254
1.6,1.2,13.9,9.777777778,3.15,254,244
1.8,5.2,12.6,9.888888889,0.94,244,236
4.2,0,13.5,8.222222222,0.94,236,224
0.1,0,15.8,8.944444444,0.63,224,218
0,0,17.2,10.5,0.63,218,209
0,0,20.1,12.77777778,0.63,209,198
1.3,0,21.5,12.44444444,0.63,198,185
0.3,0,19.3,11.38888889,0.63,185,184
0,0,20.7,11.94444444,0.63,184,177
0,1,20.8,13.94444444,0.31,177,170
0,0,22.8,15.94444444,0.31,170,151
0,0,24,15.77777778,0.31,151,151
0,0,25.4,17.22222222,0.31,151,152
0,0,26.2,17.61111111,0.31,152,148
0,0,25.8,17.66666667,0.31,148,146
0,0,25.1,18.11111111,0.31,146,142
0,2.4,23.9,17.61111111,0.31,142,137
0,0,20.8,14.88888889,0.31,137,133
0,0.9,21,13.5,0.31,133,139
0,2.2,23.4,15.94444444,0.31,139,119
0,0,22.9,15.77777778,0.31,119,114
0,0,22.6,17.33333333,0.31,114,110
0,0,25.1,17.88888889,0.31,110,102
0,0,27.2,20.11111111,0.16,102,97.7
0,0,25.6,19.5,0.16,97.7,91.4
0.3,2.4,23,14.66666667,0.16,91.4,84.4
0,15.8,22.6,14,0.00,84.4,88.7
0,1.1,20,14.83333333,0.00,88.7,95
8.2,0.3,21.8,15.05555556,0.00,95,112
12,17.8,21.9,15.11111111,0.00,112,116
0,3.8,20.6,14.11111111,0.00,116,115
3,0,20.8,15.44444444,0.00,115,116
1.3,0,23.2,15.11111111,0.00,116,118
0,0.3,16,12.44444444,0.00,118,115
3,0.9,20.9,14.05555556,0.00,115,119
0,0,21.2,14.22222222,0.00,119,107
0.2,2.6,22.7,15.61111111,0.00,107,104
0,0,23.4,17.55555556,0.00,104,87.5
0,0,23.8,17.11111111,0.00,87.5,90.4
0,0,23.8,16.44444444,0.00,90.4,88.5
0,0,24.9,18.22222222,0.00,88.5,86.6
0,0,25,18.27777778,0.00,86.6,81.2
0,0,25.7,20.11111111,0.00,81.2,76
0,0,26.8,21.05555556,0.00,76,74.3
0,0,27,22.11111111,0.00,74.3,69.3
0,0,27.5,19.66666667,0.00,69.3,81.2
0,3,28.5,21.72222222,0.00,81.2,86.6
